name,synonyms,name_sd,synonyms_sd,bm25,fw,bm25_fw,ensemble,match
UBS GROUP AG,,ubs  ag,,"[('UBS Group Funding (Switzerland) AG', 0.9), ('UBS Switzerland AG', 0.8), ('UBS Hypotheken AG', 0.7), ('4C Group AG', 0.6), ('UBS Business Solutions AG', 0.5)]",,"[('UBS Group Funding (Switzerland) AG', 86), ('UBS Switzerland AG', 86), ('UBS Business Solutions AG', 86), ('4C Group AG', 80), ('UBS Hypotheken AG', 64)]","{'UBS Group Funding (Switzerland) AG': 1.76, 'UBS Switzerland AG': 1.6600000000000001, 'UBS Hypotheken AG': 1.3399999999999999, '4C Group AG': 1.4, 'UBS Business Solutions AG': 1.3599999999999999}",UBS Group Funding (Switzerland) AG
Ubisoft Entertainment,,ubisoft entertainment,,"[('1C ENTERTAINMENT S.A.', 0.9), ('A1 ENTERTAINMENT S.P.A.', 0.8), ('Toonbox Entertainment', 0.7), ('Fox3D Entertainment OÜ', 0.6), ('P23 Entertainment Inc.', 0.5)]",,"[('Toonbox Entertainment', 76), ('1C ENTERTAINMENT S.A.', 75), ('A1 ENTERTAINMENT S.P.A.', 72), ('Fox3D Entertainment OÜ', 72), ('P23 Entertainment Inc.', 72)]","{'1C ENTERTAINMENT S.A.': 1.65, 'A1 ENTERTAINMENT S.P.A.': 1.52, 'Toonbox Entertainment': 1.46, 'Fox3D Entertainment OÜ': 1.3199999999999998, 'P23 Entertainment Inc.': 1.22}",1C ENTERTAINMENT S.A.
Travis Perkins plc,,travis perkins ,,"[('TRAVIS PERKINS PLC', 0.9), (""TRAVIS PERKINS PENSION AND DEPENDANTS' BENEFIT SCHEME"", 0.8), ('801 Travis Investor, L.P.', 0.7), ('PERKINS 4 TRUST', 0.6), ('600 Travis Owner, LLC', 0.5)]",,"[('TRAVIS PERKINS PLC', 100), (""TRAVIS PERKINS PENSION AND DEPENDANTS' BENEFIT SCHEME"", 86), ('PERKINS 4 TRUST', 69), ('600 Travis Owner, LLC', 62), ('801 Travis Investor, L.P.', 57)]","{'TRAVIS PERKINS PLC': 1.9, ""TRAVIS PERKINS PENSION AND DEPENDANTS' BENEFIT SCHEME"": 1.6600000000000001, '801 Travis Investor, L.P.': 1.27, 'PERKINS 4 TRUST': 1.29, '600 Travis Owner, LLC': 1.12}",TRAVIS PERKINS PLC
Tritax Big Box REIT plc,,tritax big box reit ,,"[('Big Box Holding Oy', 0.9), ('BIG BOX GP LIMITED', 0.8), ('BIG BOX STORAGE CENTRES LIMITED', 0.7), ('LXI REIT PLC', 0.6), ('box 2 box GmbH', 0.5)]",,"[('LXI REIT PLC', 86), ('box 2 box GmbH', 86), ('BIG BOX GP LIMITED', 60), ('BIG BOX STORAGE CENTRES LIMITED', 60), ('Big Box Holding Oy', 53)]","{'Big Box Holding Oy': 1.4300000000000002, 'BIG BOX GP LIMITED': 1.4, 'BIG BOX STORAGE CENTRES LIMITED': 1.2999999999999998, 'LXI REIT PLC': 1.46, 'box 2 box GmbH': 1.3599999999999999}",LXI REIT PLC
Tullow Oil plc,,tullow oil ,,"[('TULLOW OIL PLC', 0.9), ('TULLOW OIL SPE LIMITED', 0.8), ('TULLOW OIL FINANCE LIMITED', 0.7), ('TULLOW OIL SK LIMITED', 0.6), ('TULLOW OIL (JERSEY) LIMITED', 0.5)]",,"[('TULLOW OIL PLC', 100), ('TULLOW OIL SPE LIMITED', 86), ('TULLOW OIL FINANCE LIMITED', 86), ('TULLOW OIL SK LIMITED', 86), ('TULLOW OIL (JERSEY) LIMITED', 86)]","{'TULLOW OIL PLC': 1.9, 'TULLOW OIL SPE LIMITED': 1.6600000000000001, 'TULLOW OIL FINANCE LIMITED': 1.56, 'TULLOW OIL SK LIMITED': 1.46, 'TULLOW OIL (JERSEY) LIMITED': 1.3599999999999999}",TULLOW OIL PLC
Nissan,Nissan Motor Corporation,nissan,nissan motor ,"[('Nissan Warehouse LLC', 0.9), ('Gettel Nissan, Inc.', 0.8), ('NISSAN CANADA INC.', 0.7), ('Vickar Nissan Ltd', 0.6), ('D&C VILLAGE NISSAN, LLC', 0.5)]",,"[('Nissan Warehouse LLC', 90), ('Gettel Nissan, Inc.', 90), ('NISSAN CANADA INC.', 90), ('Vickar Nissan Ltd', 90), ('D&C VILLAGE NISSAN, LLC', 90)]","{'Nissan Warehouse LLC': 1.8, 'Gettel Nissan, Inc.': 1.7000000000000002, 'NISSAN CANADA INC.': 1.6, 'Vickar Nissan Ltd': 1.5, 'D&C VILLAGE NISSAN, LLC': 1.4}",Nissan Warehouse LLC
United Internet AG,,united internet ag,,"[('1&1 Internet AG', 0.9), ('United Internet for UNICEF', 0.8), ('Mountain Internet AG', 0.7), ('United Internet Investments Holding GmbH', 0.6), ('K2 Internet S.A.', 0.5)]",,"[('1&1 Internet AG', 87), ('United Internet for UNICEF', 86), ('United Internet Investments Holding GmbH', 86), ('Mountain Internet AG', 79), ('K2 Internet S.A.', 67)]","{'1&1 Internet AG': 1.77, 'United Internet for UNICEF': 1.6600000000000001, 'Mountain Internet AG': 1.49, 'United Internet Investments Holding GmbH': 1.46, 'K2 Internet S.A.': 1.17}",1&1 Internet AG
United Airlines Holdings Inc.,,united airlines holdings ,,"[('United Holdings', 0.9), ('UNITED HOLDINGS, a.s.', 0.8), ('United Airlines 2014-2 Pass-Through Trust', 0.7), ('United Technologies Holdings B.V.', 0.6), ('SOUTHWEST AIRLINES CO.', 0.5)]",,"[('United Holdings', 86), ('UNITED HOLDINGS, a.s.', 84), ('United Technologies Holdings B.V.', 70), ('United Airlines 2014-2 Pass-Through Trust', 66), ('SOUTHWEST AIRLINES CO.', 57)]","{'United Holdings': 1.76, 'UNITED HOLDINGS, a.s.': 1.6400000000000001, 'United Airlines 2014-2 Pass-Through Trust': 1.3599999999999999, 'United Technologies Holdings B.V.': 1.2999999999999998, 'SOUTHWEST AIRLINES CO.': 1.0699999999999998}",United Holdings
UMICORE,,umicore,,"[('UMICORE SHOKUBAI', 0.9), ('UMICORE ABRASIVES', 0.8), ('Umicore AG & Co. KG', 0.7), ('UMICORE IR GLASS', 0.6), ('Umicore Galvanotechnik GmbH', 0.5)]",,"[('UMICORE SHOKUBAI', 90), ('UMICORE ABRASIVES', 90), ('Umicore AG & Co. KG', 90), ('UMICORE IR GLASS', 90), ('Umicore Galvanotechnik GmbH', 90)]","{'UMICORE SHOKUBAI': 1.8, 'UMICORE ABRASIVES': 1.7000000000000002, 'Umicore AG & Co. KG': 1.6, 'UMICORE IR GLASS': 1.5, 'Umicore Galvanotechnik GmbH': 1.4}",UMICORE SHOKUBAI
Ulta Beauty Inc,,ulta beauty ,,"[('BEAUTY & BEAUTY S.R.L.', 0.9), ('PARFUM BEAUTY INC', 0.8), ('Valentine Beauty, Inc.', 0.7), ('MAV BEAUTY BRANDS INC.', 0.6), ('SALLY BEAUTY HOLDINGS, INC.', 0.5)]",,"[('SALLY BEAUTY HOLDINGS, INC.', 86), ('PARFUM BEAUTY INC', 76), ('Valentine Beauty, Inc.', 76), ('MAV BEAUTY BRANDS INC.', 76), ('BEAUTY & BEAUTY S.R.L.', 64)]","{'BEAUTY & BEAUTY S.R.L.': 1.54, 'PARFUM BEAUTY INC': 1.56, 'Valentine Beauty, Inc.': 1.46, 'MAV BEAUTY BRANDS INC.': 1.3599999999999999, 'SALLY BEAUTY HOLDINGS, INC.': 1.3599999999999999}",PARFUM BEAUTY INC
TECHTRONIC IND,,techtronic ind,,"[('S.A.M. IND. S.R.L.', 0.9), ('Techtronic Cordless GP', 0.8), ('Techtronic Trading Limited', 0.7), ('BAKSON IND', 0.6), ('VALVOTUBI IND. S.R.L.', 0.5)]",,"[('Techtronic Cordless GP', 86), ('Techtronic Trading Limited', 86), ('BAKSON IND', 50), ('VALVOTUBI IND. S.R.L.', 40), ('S.A.M. IND. S.R.L.', 36)]","{'S.A.M. IND. S.R.L.': 1.26, 'Techtronic Cordless GP': 1.6600000000000001, 'Techtronic Trading Limited': 1.56, 'BAKSON IND': 1.1, 'VALVOTUBI IND. S.R.L.': 0.9}",Techtronic Cordless GP
Open Text Corporation,Open Text Corp,open text ,open text ,"[('Open Text Corporation', 0.9), ('OPEN TEXT CORPORATION INDIA PRIVATE LIMITED', 0.8), ('OPEN TEXT TECHNOLOGIES INDIA PRIVATE LIMITED', 0.7), ('Text & Vision B.V.', 0.6), ('Text & Event', 0.5)]",,"[('Open Text Corporation', 100), ('OPEN TEXT CORPORATION INDIA PRIVATE LIMITED', 90), ('OPEN TEXT TECHNOLOGIES INDIA PRIVATE LIMITED', 86), ('Text & Event', 86), ('Text & Vision B.V.', 42)]","{'Open Text Corporation': 1.9, 'OPEN TEXT CORPORATION INDIA PRIVATE LIMITED': 1.7000000000000002, 'OPEN TEXT TECHNOLOGIES INDIA PRIVATE LIMITED': 1.56, 'Text & Vision B.V.': 1.02, 'Text & Event': 1.3599999999999999}",Open Text Corporation
UNICREDIT SPA,,unicredit spa,,"[('UNICREDIT SERVICES S.C.P.A', 0.9), ('UniCredit Broker, s. r. o.', 0.8), ('UNICREDIT OBG S.R.L.', 0.7), ('UNICREDIT FOUNDATION', 0.6), ('UNICREDIT BANK S.A.', 0.5)]",,"[('UNICREDIT SERVICES S.C.P.A', 86), ('UniCredit Broker, s. r. o.', 86), ('UNICREDIT FOUNDATION', 86), ('UNICREDIT OBG S.R.L.', 78), ('UNICREDIT BANK S.A.', 78)]","{'UNICREDIT SERVICES S.C.P.A': 1.76, 'UniCredit Broker, s. r. o.': 1.6600000000000001, 'UNICREDIT OBG S.R.L.': 1.48, 'UNICREDIT FOUNDATION': 1.46, 'UNICREDIT BANK S.A.': 1.28}",UNICREDIT SERVICES S.C.P.A
Unibail-Rodamco,,unibail-rodamco,,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.9), ('Työstökoneliike M. Koskela Oy', 0.8), ('Työväen Teatterin talosäätiö sr', 0.7), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.6), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 0.5)]",,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 36), ('Työstökoneliike M. Koskela Oy', 36), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 34), ('Työväen Teatterin talosäätiö sr', 30), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 30)]","{""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 1.26, 'Työstökoneliike M. Koskela Oy': 1.1600000000000001, 'Työväen Teatterin talosäätiö sr': 1.0, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.94, 'Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry': 0.8}",THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER
Equinix Inc.,,equinix ,,"[('EQUINIX, INC.', 0.9), ('Equinix France SAS', 0.8), ('Equinix Hyperscale 1 Holdings B.V.', 0.7), ('EQUINIX (US) ENTERPRISES, INC.', 0.6), ('Equinix (EMEA) Acquisition Enterprises B.V.', 0.5)]",,"[('EQUINIX, INC.', 96), ('Equinix France SAS', 86), ('Equinix Hyperscale 1 Holdings B.V.', 86), ('EQUINIX (US) ENTERPRISES, INC.', 86), ('Equinix (EMEA) Acquisition Enterprises B.V.', 86)]","{'EQUINIX, INC.': 1.8599999999999999, 'Equinix France SAS': 1.6600000000000001, 'Equinix Hyperscale 1 Holdings B.V.': 1.56, 'EQUINIX (US) ENTERPRISES, INC.': 1.46, 'Equinix (EMEA) Acquisition Enterprises B.V.': 1.3599999999999999}","EQUINIX, INC."
Emera,Emera Inc,emera,emera ,"[('EMERA S.R.L.', 0.9), ('EMERA INCORPORATED', 0.8), ('Emera Energy Incorporated', 0.7), ('EMERA ENERGY LIMITED PARTNERSHIP', 0.6), ('EMERA US HOLDINGS INC.', 0.5)]",,"[('EMERA S.R.L.', 90), ('EMERA INCORPORATED', 90), ('Emera Energy Incorporated', 90), ('EMERA ENERGY LIMITED PARTNERSHIP', 90), ('EMERA US HOLDINGS INC.', 90)]","{'EMERA S.R.L.': 1.8, 'EMERA INCORPORATED': 1.7000000000000002, 'Emera Energy Incorporated': 1.6, 'EMERA ENERGY LIMITED PARTNERSHIP': 1.5, 'EMERA US HOLDINGS INC.': 1.4}",EMERA S.R.L.
Unite Group,,unite ,,"[('D-Unite 45, s.r.o.', 0.9), ('UNITE THE UNION', 0.8), ('THE UNITE GROUP PLC EMPLOYEE TRUST', 0.7), ('UNITE (USAF) II PLC', 0.6), ('SEARCH AND UNITE LTD', 0.5)]",,"[('THE UNITE GROUP PLC EMPLOYEE TRUST', 90), ('D-Unite 45, s.r.o.', 86), ('UNITE (USAF) II PLC', 86), ('SEARCH AND UNITE LTD', 86), ('UNITE THE UNION', 59)]","{'D-Unite 45, s.r.o.': 1.76, 'UNITE THE UNION': 1.3900000000000001, 'THE UNITE GROUP PLC EMPLOYEE TRUST': 1.6, 'UNITE (USAF) II PLC': 1.46, 'SEARCH AND UNITE LTD': 1.3599999999999999}","D-Unite 45, s.r.o."
Unum Group,,unum ,,"[('UNUM GROUP', 0.9), ('UNUM GROUP PENSION PLAN', 0.8), ('UNUM DRUŽSTVO', 0.7), ('Cor-Unum e.V.', 0.6), ('First Unum Life Insurance Company', 0.5)]",,"[('UNUM GROUP', 100), ('UNUM GROUP PENSION PLAN', 90), ('First Unum Life Insurance Company', 86), ('UNUM DRUŽSTVO', 61), ('Cor-Unum e.V.', 54)]","{'UNUM GROUP': 1.9, 'UNUM GROUP PENSION PLAN': 1.7000000000000002, 'UNUM DRUŽSTVO': 1.31, 'Cor-Unum e.V.': 1.1400000000000001, 'First Unum Life Insurance Company': 1.3599999999999999}",UNUM GROUP
Valero Energy Corporation,,valero energy ,,"[('VALERO ENERGY CORPORATION', 0.9), ('VALERO ENERGY UK LTD', 0.8), ('VALERO ENERGY (IRELAND) LIMITED', 0.7), ('Valero Holding B.V.', 0.6), ('Hub Valero, Inc.', 0.5)]",,"[('VALERO ENERGY CORPORATION', 100), ('Hub Valero, Inc.', 86), ('VALERO ENERGY UK LTD', 75), ('VALERO ENERGY (IRELAND) LIMITED', 65), ('Valero Holding B.V.', 48)]","{'VALERO ENERGY CORPORATION': 1.9, 'VALERO ENERGY UK LTD': 1.55, 'VALERO ENERGY (IRELAND) LIMITED': 1.35, 'Valero Holding B.V.': 1.08, 'Hub Valero, Inc.': 1.3599999999999999}",VALERO ENERGY CORPORATION
Verisk Analytics Inc,,verisk analytics ,,"[('VERISK ANALYTICS INDIA PRIVATE LIMITED', 0.9), ('CANVASS ANALYTICS INC.', 0.8), ('Epic Analytics, Inc.', 0.7), ('Mynd Analytics, Inc.', 0.6), ('SVB Analytics, Inc.', 0.5)]",,"[('VERISK ANALYTICS INDIA PRIVATE LIMITED', 86), ('SVB Analytics, Inc.', 83), ('Epic Analytics, Inc.', 82), ('Mynd Analytics, Inc.', 80), ('CANVASS ANALYTICS INC.', 78)]","{'VERISK ANALYTICS INDIA PRIVATE LIMITED': 1.76, 'CANVASS ANALYTICS INC.': 1.58, 'Epic Analytics, Inc.': 1.52, 'Mynd Analytics, Inc.': 1.4, 'SVB Analytics, Inc.': 1.33}",VERISK ANALYTICS INDIA PRIVATE LIMITED
Shinsei Bank,Shinsei Bank Ltd,shinsei bank,shinsei bank ,"[('Shinsei Investment', 0.9), ('Shinsei GAM IG Corp Bond Fund', 0.8), ('SHINSEI UTI INDIA FUND (MAURITIUS) LIMITED', 0.7), ('SHINSEI PULP & PAPER (AUSTRALIA) PTY. LTD.', 0.6), ('ALTERNATİF BANK A.Ş.', 0.5)]",,"[('Shinsei Investment', 86), ('Shinsei GAM IG Corp Bond Fund', 86), ('SHINSEI UTI INDIA FUND (MAURITIUS) LIMITED', 86), ('SHINSEI PULP & PAPER (AUSTRALIA) PTY. LTD.', 86), ('ALTERNATİF BANK A.Ş.', 86)]","{'Shinsei Investment': 1.76, 'Shinsei GAM IG Corp Bond Fund': 1.6600000000000001, 'SHINSEI UTI INDIA FUND (MAURITIUS) LIMITED': 1.56, 'SHINSEI PULP & PAPER (AUSTRALIA) PTY. LTD.': 1.46, 'ALTERNATİF BANK A.Ş.': 1.3599999999999999}",Shinsei Investment
Ventas Inc.,,ventas ,,"[('VENTAS, INC.', 0.9), ('Ventas e inversiones, S.R.L.', 0.8), ('VENTAS CANADA FINANCE LIMITED', 0.7), ('Ventas Portfolio OHWI, LLC', 0.6), ('VENTAS SSL HOLDINGS, INC.', 0.5)]",,"[('VENTAS, INC.', 95), ('Ventas e inversiones, S.R.L.', 86), ('VENTAS CANADA FINANCE LIMITED', 86), ('Ventas Portfolio OHWI, LLC', 86), ('VENTAS SSL HOLDINGS, INC.', 86)]","{'VENTAS, INC.': 1.85, 'Ventas e inversiones, S.R.L.': 1.6600000000000001, 'VENTAS CANADA FINANCE LIMITED': 1.56, 'Ventas Portfolio OHWI, LLC': 1.46, 'VENTAS SSL HOLDINGS, INC.': 1.3599999999999999}","VENTAS, INC."
Vesuvius plc,,vesuvius ,,"[('VESUVIUS PLC', 0.9), ('Vesuvius GmbH', 0.8), ('Vesuvius Limited', 0.7), ('Vesuvius Luxco S.à r.l.', 0.6), ('VESUVIUS GROUP', 0.5)]",,"[('VESUVIUS PLC', 100), ('Vesuvius Luxco S.à r.l.', 86), ('VESUVIUS GROUP', 77), ('Vesuvius GmbH', 76), ('Vesuvius Limited', 76)]","{'VESUVIUS PLC': 1.9, 'Vesuvius GmbH': 1.56, 'Vesuvius Limited': 1.46, 'Vesuvius Luxco S.à r.l.': 1.46, 'VESUVIUS GROUP': 1.27}",VESUVIUS PLC
Glencore plc,,glencore ,,"[('GLENCORE AGRICULTURE ITALY S.R.L.', 0.9), ('GLENCORE AGRI FINANCE B.V.', 0.8), ('GLENCORE ESPAÑA SA', 0.7), ('GLENCORE NIKKELVERK AS', 0.6), ('GLENCORE AGRICULTURE LIMITED', 0.5)]",,"[('GLENCORE AGRICULTURE ITALY S.R.L.', 86), ('GLENCORE AGRI FINANCE B.V.', 86), ('GLENCORE NIKKELVERK AS', 86), ('GLENCORE AGRICULTURE LIMITED', 86), ('GLENCORE ESPAÑA SA', 76)]","{'GLENCORE AGRICULTURE ITALY S.R.L.': 1.76, 'GLENCORE AGRI FINANCE B.V.': 1.6600000000000001, 'GLENCORE ESPAÑA SA': 1.46, 'GLENCORE NIKKELVERK AS': 1.46, 'GLENCORE AGRICULTURE LIMITED': 1.3599999999999999}",GLENCORE AGRICULTURE ITALY S.R.L.
Verizon Communications Inc.,,verizon communications ,,"[('VERIZON COMMUNICATIONS INC.', 0.9), ('VERIZON COMMUNICATIONS INDIA PRIVATE LIMITED', 0.8), ('Verizon Nederland B.V.', 0.7), ('VERIZON TERREMARK', 0.6), ('VERIZON UK LIMITED', 0.5)]",,"[('VERIZON COMMUNICATIONS INC.', 100), ('VERIZON COMMUNICATIONS INDIA PRIVATE LIMITED', 86), ('VERIZON TERREMARK', 86), ('VERIZON UK LIMITED', 53), ('Verizon Nederland B.V.', 51)]","{'VERIZON COMMUNICATIONS INC.': 1.9, 'VERIZON COMMUNICATIONS INDIA PRIVATE LIMITED': 1.6600000000000001, 'Verizon Nederland B.V.': 1.21, 'VERIZON TERREMARK': 1.46, 'VERIZON UK LIMITED': 1.03}",VERIZON COMMUNICATIONS INC.
Wayfair,Wayfair Inc.,wayfair,wayfair ,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.9), ('Työstökoneliike M. Koskela Oy', 0.8), ('Työväen Teatterin talosäätiö sr', 0.7), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.6), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 0.5)]",,"[('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 32), ('Työstökoneliike M. Koskela Oy', 26), ('Työväen Teatterin talosäätiö sr', 26), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 26), (""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 17)]","{""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 1.07, 'Työstökoneliike M. Koskela Oy': 1.06, 'Työväen Teatterin talosäätiö sr': 0.96, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.9199999999999999, 'Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry': 0.76}",THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER
Siemens Gamesa Renewable Energy,,siemens gamesa renewable energy,,"[('Siemens Energy', 0.9), ('SIEMENS ENERGY, S.A.', 0.8), ('Siemens Energy Limited', 0.7), ('SIEMENS ENERGY SPA', 0.6), ('Siemens Energy AG', 0.5)]",,"[('Siemens Energy', 86), ('SIEMENS ENERGY, S.A.', 86), ('SIEMENS ENERGY SPA', 86), ('Siemens Energy AG', 86), ('Siemens Energy Limited', 74)]","{'Siemens Energy': 1.76, 'SIEMENS ENERGY, S.A.': 1.6600000000000001, 'Siemens Energy Limited': 1.44, 'SIEMENS ENERGY SPA': 1.46, 'Siemens Energy AG': 1.3599999999999999}",Siemens Energy
VEOLIA ENVIRONNE,,veolia environne,,"[('Veolia Industriediensten B.V.', 0.9), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA ENERGY', 0.8), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SYSTEMS', 0.7), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SUPPLY', 0.6), ('VEOLIA Stiftung Görlitz', 0.5)]",,"[('Veolia Industriediensten B.V.', 86), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA ENERGY', 86), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SYSTEMS', 86), ('VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SUPPLY', 86), ('VEOLIA Stiftung Görlitz', 52)]","{'Veolia Industriediensten B.V.': 1.76, 'VEOLIA COMMON INVESTMENT FUND - VEOLIA ENERGY': 1.6600000000000001, 'VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SYSTEMS': 1.56, 'VEOLIA COMMON INVESTMENT FUND - VEOLIA WATER SUPPLY': 1.46, 'VEOLIA Stiftung Görlitz': 1.02}",Veolia Industriediensten B.V.
UPM-Kymmene,,upm-kymmene,,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.9), ('Työstökoneliike M. Koskela Oy', 0.8), ('Työväen Teatterin talosäätiö sr', 0.7), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.6), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 0.5)]",,"[(""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 40), ('Työstökoneliike M. Koskela Oy', 32), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 32), ('Työväen Teatterin talosäätiö sr', 24), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 24)]","{""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 1.3, 'Työstökoneliike M. Koskela Oy': 1.12, 'Työväen Teatterin talosäätiö sr': 0.94, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.84, 'Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry': 0.8200000000000001}",THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER
Nexon,Nexon Co,nexon,nexon ,"[('Nexon Co. Ltd', 0.9), ('neXon IT GmbH', 0.8), ('NEXON Vállalkozási és Kereskedelmi Kft.', 0.7), (""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.6), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.5)]",,"[('Nexon Co. Ltd', 90), ('neXon IT GmbH', 90), ('NEXON Vállalkozási és Kereskedelmi Kft.', 90), (""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 24), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 24)]","{'Nexon Co. Ltd': 1.8, 'neXon IT GmbH': 1.7000000000000002, 'NEXON Vállalkozási és Kereskedelmi Kft.': 1.6, ""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 0.84, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.74}",Nexon Co. Ltd
Eurofins Scientific,,eurofins scientific,,"[('Eurofins MWG Holding GmbH', 0.9), ('Eurofins GeneScan Holding GmbH', 0.8), ('3B Scientific GmbH', 0.7), ('2B SCIENTIFIC LIMITED', 0.6), ('SCIENTIFIC INVESTMENTS', 0.5)]",,"[('Eurofins GeneScan Holding GmbH', 86), ('3B Scientific GmbH', 67), ('2B SCIENTIFIC LIMITED', 66), ('SCIENTIFIC INVESTMENTS', 66), ('Eurofins MWG Holding GmbH', 56)]","{'Eurofins MWG Holding GmbH': 1.46, 'Eurofins GeneScan Holding GmbH': 1.6600000000000001, '3B Scientific GmbH': 1.37, '2B SCIENTIFIC LIMITED': 1.26, 'SCIENTIFIC INVESTMENTS': 1.1600000000000001}",Eurofins GeneScan Holding GmbH
Visa Inc.  ,,visa   ,,"[('VISA S.S.', 0.9), ('VISA S.R.L.', 0.8), ('VISA S.P.A.', 0.7), ('VISA U.S.A. INC.', 0.6), ('Yhteismetsä Visa', 0.5)]",,"[('VISA U.S.A. INC.', 86), ('Yhteismetsä Visa', 86), ('VISA S.S.', 76), ('VISA S.R.L.', 64), ('VISA S.P.A.', 64)]","{'VISA S.S.': 1.6600000000000001, 'VISA S.R.L.': 1.44, 'VISA S.P.A.': 1.3399999999999999, 'VISA U.S.A. INC.': 1.46, 'Yhteismetsä Visa': 1.3599999999999999}",VISA S.S.
Lundin Energy,Lundin Petroleum,lundin energy,lundin petroleum,"[('Lundin Energy Holding B.V.', 0.9), ('Lundin Energy AB', 0.8), ('Lundin Energy Services B.V.', 0.7), ('Lundin Energy Norway AS', 0.6), ('Lundin Energy Renewables Holding B.V.', 0.5)]",,"[('Lundin Energy AB', 95), ('Lundin Energy Holding B.V.', 90), ('Lundin Energy Services B.V.', 90), ('Lundin Energy Norway AS', 90), ('Lundin Energy Renewables Holding B.V.', 90)]","{'Lundin Energy Holding B.V.': 1.8, 'Lundin Energy AB': 1.75, 'Lundin Energy Services B.V.': 1.6, 'Lundin Energy Norway AS': 1.5, 'Lundin Energy Renewables Holding B.V.': 1.4}",Lundin Energy Holding B.V.
VIFOR PHARMA AG,,vifor pharma ag,,"[('Vifor Pharma Pensionskasse', 0.9), ('Vifor Pharma België', 0.8), ('Vifor B.V.', 0.7), ('AG PHARMA S.R.L.', 0.6), ('Richter Pharma AG', 0.5)]",,"[('Vifor Pharma Pensionskasse', 86), ('Vifor B.V.', 86), ('Vifor Pharma België', 85), ('Richter Pharma AG', 75), ('AG PHARMA S.R.L.', 71)]","{'Vifor Pharma Pensionskasse': 1.76, 'Vifor Pharma België': 1.65, 'Vifor B.V.': 1.56, 'AG PHARMA S.R.L.': 1.31, 'Richter Pharma AG': 1.25}",Vifor Pharma Pensionskasse
